AGE,INITIAL HIRE DATE,JOB CATEGORY,EMPLOYEE ANNUAL BASE SALARY,EMPLOYEE HOME DEPARTMENT,PRIMARY WORKING TITLE
65,29-Mar-10,Motor Vehicle Operator,46836,"Food,Bioprocess & Nutrition Sc",Vehicle/Equip Operator-Shift
58,25-Jul-88,Skilled Craft / Trades Foreman / Lead,48816,Central Crops Research Station,Vehicle/Equipment Repair Spvsr
34,1-May-14,"Extension / Engagement / Public Service Professional, Industrial",99768,IES Operations,Director
40,28-Jun-17,Administrative Assistant,42593,Communication,Administrative Support Special
41,2-Jan-19,"Student Housing Professional, Residence Hall Mgr (R&B Included)",48977,Residence Life,Coordinator
30,2-Jun-14,Lecturer,57856,Biological And Agricultural En,Lecturer
26,3-Apr-23,Veterinary Technician,47320,CVM Teaching Hospital,Medical Support Tech - Shift
30,30-Oct-17,Student Affairs / Student Services Professional,69966,Wellness and Recreation,Program Specialist
32,7-Jun-21,Administrative Assistant,53237,Chemistry,Administrative Support Special
36,29-May-13,"IT Applications Professional, Programmer Analyst",99909,Electrical & Computer Engr.,IT Analyst/Programmer II
68,7-Aug-06,Administrative Assistant,44200,Advancement Services,Administrative Support Spec
41,15-Jul-11,"Assoc/Asst Dean, Veterinary Medicine",227000,College Of Veterinary Medicine,Assoc Dean Dir Res & Grad Stud
34,8-Jul-19,Veterinary Technician,48384,CVM Teaching Hospital,Medical Support Tech - Shift
31,30-Jul-18,Facilities Management / Maintenance Professional,104368,Utilities & Engineering,Engr'g/Architectural Spvsr
26,8-May-17,Research Asst/Technician/Technologist,41860,University Field Laboratories,Research Technician-Nonexempt
43,11-Apr-11,"Research Professional, Social Sciences,  Research Scholar",87482,Friday Institute,Research Scholar
47,10-Jul-06,Animal Care Technician,34423,Animal Resources,Research Technician-Nonexempt
39,1-Sep-10,"Research Professional, Physical Sciences, Research Associate",86913,NC Inst of Climate Studies,Research Assoc
44,1-Sep-05,Field Faculty AC,67733,Northeast District - Pitt,"Ext County Dir [01,13]"
41,15-Aug-08,Associate Professor,109074,"Food,Bioprocess & Nutrition Sc",Assoc Professor
42,16-Aug-11,Associate Professor,106470,"Parks, Recreation & Tourism Mg","Assoc Prof, Uni Fac Scholar"
36,4-Apr-16,Animal Care Technician,49514,CVM Teaching Hospital,Medical Support Tech - Shift
29,1-Aug-19,Extension / Engagement / Public Service Professional,45236,Southeast District - Craven,Asst Area Agent [04]
29,6-Jun-22,IT Security Professional,102258,Security & Compliance,IT Security Professional II
45,7-May-15,Associate Professor,101135,Public & International Affairs,Assoc Professor
39,15-Aug-15,Assistant Professor,140400,Dept Molecular Biomedical Scie,Asst Teaching Professor
32,8-May-23,Extension / Engagement / Public Service Professional,52000,West District- Cleveland,Asst Extension Agent [03]
36,15-May-06,Research Asst/Technician/Technologist,57732,Upper Piedmont Research Statio,Research Specialist-Nonexempt
44,28-Aug-23,"Research Professional, Life Sciences, Research Assistant",55000,Dept Molecular Biomedical Scie,Research Asst
61,3-Aug-99,General Maintenance Lead/Supervisor,43056,Athletics-Camp Equip-Weight Rm,Support Services Associate
55,1-Jun-15,Chief Faculty Affairs Officer,268684,Office for Faculty Excellence,Senior Vice Provost
26,9-May-22,"Clerk, Materials",45209,OIT Business Services,Support Services Associate
35,3-Jan-23,Administrative Assistant,39000,Campus Health,Administrative Support Assoc
42,1-Nov-21,"Academic Services Professional, Study Abroad Advisor",55120,Study Abroad,Study Abroad Advisor
30,29-Aug-12,Institutional Research / Planning Professional,95988,Inst. Strategy & Analysis,IT Analyst/Programmer I
30,1-Jul-23,Assistant Professor,69000,TELS,Asst Teaching Professor
24,1-Dec-22,"Research Professional, Life Sciences, Research Assistant",46000,Horticultural Science,Research Asst
51,17-Jan-07,"Communications / Marketing Professional, Specialist",65235,Chemical & Biomolecular Engr,Coordinator
60,1-Sep-94,Professor,64151,Sociology & Anthropology,Teaching Professor
43,1-Dec-98,"IT Client Support Professional, Specialist",73840,Acad Stu Aff-Tech Services,IT Integration & Sol. Prof. II
35,21-Jun-21,Data Analyst,74315,University Development,IT Bus Intelli/Data Analysis I
47,1-Oct-12,Institutional Assessment / Academic Assessment Professional,100470,Engineering-Academic Affairs,Director
52,1-Mar-08,Associate Professor,99313,English,"Assoc Prof, Un Faculty Scholar"
42,27-Mar-04,Athletics Professional,99011,Athletics-Game Operations,Asst Athletics Director
26,5-Jun-23,Student Affairs / Student Services Professional,57200,New Student Programs,Asst Director
41,1-Jul-13,Athletics Professional,94432,Women's Basketball,Director
31,22-Aug-11,Department Assistant,62400,Genetics and Genomics Academy,University Program Specialist
30,7-Jan-13,"Academic Services Professional, Support Center Coordinator",56188,Academic Success Center,Asst Director
46,9-Feb-09,Accounting Professional,62400,BTEC-Biomfg Training Ed Ctr,Accountant
41,16-Aug-17,Instructional Design / Curriculum Development Specialist,93600,Data Science Academy,Teaching Coordinator
27,8-Aug-22,Police Officer,51067,EHPS - Police Dept,Police Officer II
38,1-Jan-16,Associate Professor,158459,Computer Science-engr,Assoc Professor
36,29-Mar-21,Athletics Professional,137913,Athletics-Internal/External Op,Assoc Ath Dir/ Snr Coord Prod
33,23-May-22,Department Assistant,45760,Ctr for Env Farming Sys (CEFS),Comm Food Strat & NCLFC Bus As
25,11-Feb-19,"Alumni Relations Professional, Officer Sr.",52000,Alumni Engagement,University Program Manager
31,11-Aug-14,"Academic Advising Professional, Advisor/Coordinator",57200,Materials Science &Engineering,Academic Advisor
43,25-Aug-04,"Laboratory Professional, Vet Research Operations",83959,Animal Resources,Research Operation Manager-Exe
52,5-Mar-01,Engineering Technical/Paraprofessional,70676,Const Svcs-In-House Const,Engr'g/Architectural Tech'n
27,21-Jun-21,Communications Specialist,57184,Textiles-Dean's Office,Public Comm Specialist
47,6-Nov-00,Field Faculty AC,76529,South Central District - Lee,"Ext County Dir [01,03]"
64,30-Mar-09,Associate Professor,185500,Business Management-Poole COM,Assoc Professor
32,25-Apr-22,"Laboratory Professional, Physical Sciences, Lab Coordinator",81806,BTEC-Biomfg Training Ed Ctr,BTEC Scientist
37,2-Oct-23,HR Coordinator,55000,College Of Veterinary Medicine,Human Resources Specialist
30,26-Apr-21,"IT Applications Professional, Web Developer",76908,Shared Services,IT Analyst/Programmer II
64,1-Sep-98,Administrative / Office / Clerical Lead,49304,Northeast District - Perquiman,COSS Administrative Assistant
73,1-Jul-89,Professor,165075,Dept of Clinical Sciences,Professor
47,4-Jan-02,"Extension / Engagement / Public Service Professional, Agricultural",79654,Ctr for Env Farming Sys (CEFS),Extension Assoc
52,1-Aug-97,"IT (Information Technology) Professional, Administrative Computing Assoc Director",120066,Urban Affairs & Community Serv,IT Manager II
35,15-Jan-20,Student Affairs / Student Services Professional,52130,Wellness and Recreation,Coordinator
41,20-May-02,Associate Professor,160160,"Dept-Population,Health,Pathobi",Assoc Clinical Professor
44,21-Dec-20,Assistant Professor,96876,Biochemistry,Asst Professor
32,16-Aug-13,Extension / Engagement / Public Service Professional,82179,Materials Science &Engineering,Program Manager
46,1-Jun-06,Field Faculty AC,67239,North Central District- Rockin,"Ext County Dir [01,09]"
37,13-Mar-23,"Research Professional, Social Sciences,  Research Scholar",81120,Friday Institute,Research Scholar
31,1-Apr-20,Communications Specialist,69249,University Communications,Public Comm Specialist
24,1-Feb-23,Extension / Engagement / Public Service Professional,47605,Southeast District - New Hanov,Asst Extension Agent [03]
31,6-Jul-15,"Student Counseling / Student Health Professional AD, Counselor",67600,Counseling Services,Counselor
52,4-Mar-19,Administrative Assistant,48785,DELTA,University Program Associate
44,1-Dec-98,Extension / Engagement / Public Service Professional,72015,Southeast District - Wayne,Extension Agent [13]
37,25-Sep-12,"Administrative / Office / Clerical Support Staff, Other",67386,College Of Veterinary Medicine,Student Services Specialist
46,9-Feb-11,Business Operations Professional,51816,Athletics-Student Welfare &Dev,University Program Specialist
32,21-Oct-19,Extension / Engagement / Public Service Professional,48644,Southeast District- Bladen,"Asst Extension Agent [09,11]"
57,20-Apr-16,"Business Operations Professional, Dept Business Mgr",56439,School of Social Work,Business Services Coordinator
33,25-Feb-19,Communications Specialist,57373,Campus Enterprises,Public Comm Specalist
49,18-Jan-00,Extension / Engagement / Public Service Professional,69203,Forestry Extension,Extension Assoc
44,19-Jun-23,Veterinary Technician,52000,CVM Teaching Hospital,Medical Support Tech - Shift
56,15-Jun-98,"IT Applications Professional, Programmer Analyst Supervisor",150696,Enterprise Application Svcs,IT Manager III
43,1-Jul-11,Associate Professor,88274,History,Assoc Professor
49,21-Jul-06,"Extension / Engagement / Public Service Professional, Agricultural",65182,Animal Science,Extension Asst
50,1-Jul-05,Department Chair / Head AC,91566,Public & International Affairs,Chair of Political Science
35,2-Jun-14,Student Affairs / Student Services Professional,69874,Wellness and Recreation,Asst Director
60,17-Oct-17,"Accounting Professional, Accountant",80730,Dairy Records Processing,Accountant
36,25-Oct-11,Trades Helper,56126,G&BS-Landscape Construction Sv,Facilities Maint Tech - Bldg T
43,11-Mar-13,Electronic Equipment Mechanic,64000,Phytotron,Electronics Specalist
34,10-Apr-23,Administrative Assistant,43160,Campus Health,Administrative Support Spec
58,4-Jan-05,Skilled Craft / Trades Foreman / Lead,61027,U&E-Central Utility Plant - Zo,Utilities Plant Ops Supr-Shift
39,1-Jul-15,Lecturer,52425,English,Senior Lecturer
38,19-Feb-07,"Research Professional, Life Sciences",73320,Prestage Poultry Science,Research Project Coordinator
54,1-Feb-95,Assistant Professor,91347,4-H Youth Dev & Fam & Cons Sci,Asst Director
34,2-Mar-20,"IT Client Support Professional, Specialist",79418,Advanced Analytics,IT Instr/Class Supp Prof. I
56,1-Jun-11,Associate Professor,113298,Computer Science-engr,Teaching Assoc Professor
37,1-Oct-18,"Research Professional, Physical Sciences,  Senior Research Scholar",107573,METRIC Mass Spectrometry,Senior Research Scholar
38,1-Jul-21,Associate Professor,118404,Mechanical & Aerospace Engr,Assoc Professor
47,29-Feb-16,"Extension / Engagement / Public Service Professional, Industrial",78257,IES Operations,Spec Extension Agent
39,9-Feb-12,Assistant Professor,98356,Crop & Soil Sciences,Asst Professor
36,29-Aug-18,"Research Professional, Physical Sciences, Research Associate",61399,Civil Const & Environ Engineer,Research Assoc
40,23-Sep-14,Executive Assistant,60278,Mechanical & Aerospace Engr,Executive Assistant
45,15-Mar-21,"Extension / Engagement / Public Service Professional, Agricultural",68405,Agricultural & Human Sciences,Extension Assoc
46,9-May-14,Custodian / Housekeeper,34423,Housekeeping Svcs-Reg2-Res Hal,Building Environmental Technic
43,14-Aug-06,Associate Professor,99591,"Textile & Apparel, Technology",Assoc Professor
37,1-Jul-22,Assistant Professor,93600,Biochemistry,Asst Professor
50,25-Mar-02,"Finance / Budget Professional, Budget Analyst",82808,Exec Vice Chancellor & Provost,Budget Analyst
34,4-Dec-23,Economic Development Professional,73500,Partnerships,Program Manager
46,15-Aug-14,"IT Client Support Professional, Specialist",98956,College of Sciences - Dean,Integration&Solutions Prof II
48,2-Aug-23,Assistant Professor,115000,"Dept-Population,Health,Pathobi",Asst Teaching Professor
65,9-Feb-09,"Research Professional, Engineering",179090,NG Pwr Elec Natl Mfg Innovatio,Program Manager
26,13-Jul-23,"Laboratory Professional, Physical Sciences, Research Operations",48500,Prestage Poultry Science,Laboratory Manager
48,1-May-23,Academic Advising Professional,69680,PCOM OUP,Assoc Director
45,1-Jul-08,Professor,144603,Mathematics,"Professor, Univ Fac Scholar"
33,21-May-16,Research / Sponsored Projects Development Professional,67244,College Of Education,Asst Director
28,19-Dec-22,Agriculture / Forestry / Food Science Professional,88920,Forest Assets,Manager
50,29-Sep-23,Extension / Engagement / Public Service Professional,80000,Japan Center,Director
46,15-Feb-17,"Accounting Professional, Accountant",88400,Univ Real Estate & Development,Accountant
41,20-Jun-16,Associate Professor,131567,Physics,Assoc Professor
40,6-Mar-18,Graphical Design Paraprofessional,41201,Engineering Communications,Visual Arts Specialist
42,15-Feb-18,IT Client Support Professional,75920,College of Natural Resources,Implementation Professional II
58,15-Aug-07,"Research Professional, Physical Sciences, Research Scholar",124122,NC Inst of Climate Studies,Research Scholar
35,16-Aug-11,"Research Professional, Physical Sciences, Research Associate",70720,NC Inst of Climate Studies,Research Assoc
45,9-Jul-12,"Research Professional, Physical Sciences,  Senior Research Scholar",96512,METRIC Magnetic Resonance,Senior Research Scholar
50,9-Aug-21,"IT Systems Support Professional, Systems Programmer Sr.",102258,Shared Services,IT System Administrator II
47,3-Jan-06,"Business Operations Professional, Dept Business Mgr Sr.",98800,Biological Sciences,Business Manager
43,18-Aug-08,Associate Professor,81640,Ctr. for Geospatial Analytics,Assoc Teaching Professor
55,10-Nov-08,"IT Systems Support Professional, Systems Programmer Sr.",109907,DELTA,Systems Programmer/Specialist
66,15-Nov-05,Professor,145792,Dept of Clinical Sciences,Professor
43,17-Jul-23,Department Assistant,40923,Dept of Clinical Sciences,University Program Associate
35,5-Apr-21,Pest Control Worker,63668,Housing Facilities Admin,EHS Professional
38,15-Oct-12,"IT Applications Professional, Programmer Analyst",101286,Enterprise Application Svcs,Bus & Tech App Specialist
26,3-Aug-22,Research / Sponsored Projects Development Professional,69680,Ofc of Research & Innovation,Contract Negotiator
61,18-Mar-22,Custodian / Housekeeper,33259,Housekeeping Svcs-Reg4,Building Environmental Technic
64,24-Aug-18,"Athletics Training Professional, Trainer",77231,Athletics-Student Welfare &Dev,Head Trainer
33,11-Sep-23,"Sponsored Contracts / Grants Administration Professional, Director",72000,"Outreach, Comm & Consulting",Public Comm Specialist
48,12-May-23,Administrative Assistant,57000,Performing Arts and Technology,University Program Specialist
50,23-Jul-02,IT Client Support Professional,91723,IES Operations,Integration&Solutions Prof II
59,9-May-88,"Assoc/Asst Dean, Graduate Programs",130000,Graduate School-Dean's Office,Asst Dean-Professional Develop
61,1-Feb-87,Secretary,42943,Southeast District - Wayne,COSS Support Specialist
